id,name,cost,attack,health,ability,evolved_ability,class,type,tribes
10404110,"Sandalphon, Primarch Successor",6,7,6,"Activates in deck. At the start of your turn, if allied followers have evolved at least 6 times this match, Invoke this card.
When this card is Invoked, gain Crest: Sandalphon, Primarch Successor and return this card to hand.
Fanfare: Super Skybound Art - Do this 5 times: ""Deal 2 damage to a random enemy.""","Activates in deck. At the start of your turn, if allied followers have evolved at least 6 times this match, Invoke this card.
When this card is Invoked, gain Crest: Sandalphon, Primarch Successor and return this card to hand.
Fanfare: Super Skybound Art - Do this 5 times: ""Deal 2 damage to a random enemy.""",Neutral,Follower,
10462110,"Sara, Graphos's Chosen",4,4,5,"Enhance (6): Give this follower +0/+10.
Ward
Evolve: Select a damaged enemy follower on the field and destroy it.","Enhance (6): Give this follower +0/+10.
Ward
Evolve: Select a damaged enemy follower on the field and destroy it.",Havencraft,Follower,
10162110,"Sarissa, Luxspear Al-mi'raj",2,2,2,"Whenever an allied follower with Ward is destroyed, give this follower +1/+1.
Evolve: Give this follower Barrier.","Whenever an allied follower with Ward is destroyed, give this follower +1/+1.
Evolve: Give this follower Barrier.",Havencraft,Follower,
10614120,"Sathanid, Eld Lance",1,1,1,"Fanfare: Reduce your faith's value by 10 to add a Depths of the Eld Lance to your hand and give your faith ""Whenever an allied follower evolves, deal 1 damage to all enemies.""
Drain","Fanfare: Reduce your faith's value by 10 to add a Depths of the Eld Lance to your hand and give your faith ""Whenever an allied follower evolves, deal 1 damage to all enemies.""
Drain",Forestcraft,Follower,Encroacher
10452120,"Satyr, Open-Hearted Rover",3,3,3,"Fanfare: If there's an evolved allied follower on the field, evolve this follower.
Aura","Fanfare: If there's an evolved allied follower on the field, evolve this follower.
Aura",Abysscraft,Follower,
90054310,Scream Diffusion,0,0,0,Summon 2 copies of Rulenye & Valnareik and give them Rush.,,Abysscraft,Spell,
10353310,Screaming and Loathing,3,0,0,"Select 2 Modes to activate.
1. Recover 1 play point.
2. Draw a follower.
3. Draw a 3-cost spell.
4. Deal 4 damage to a random enemy follower.",,Abysscraft,Spell,
10662210,Scripture of Salvation,2,0,0,"Countdown (4)
Last Words: Draw 2 cards. Deal 2 damage to all enemy followers. Restore 2 defense to your leader.",,Havencraft,Amulet,
10041110,Searing Firenewt,2,2,2,Fanfare: Select an enemy follower on the field and deal it 1 damage.,Fanfare: Select an enemy follower on the field and deal it 1 damage.,Dragoncraft,Follower,
10242120,Seasoned Merman,5,3,3,"Fanfare: Summon 2 copies of Majestic Megalorca.
Evolve: Summon a Majestic Megalorca.","Fanfare: Summon 2 copies of Majestic Megalorca.
Evolve: Summon a Majestic Megalorca.",Dragoncraft,Follower,
10012120,"Selwyn, Sonic Archer",7,4,6,"Storm
Super-Evolve: Select an enemy follower on the field and return it to hand.","Storm
Super-Evolve: Select an enemy follower on the field and return it to hand.",Forestcraft,Follower,
10424120,"Seofon, Leader of the Eternals",4,4,3,Fanfare: Skybound Art - Evolve all unevolved allied followers on the field. Super Skybound Art - Super-evolve them instead.,Fanfare: Skybound Art - Evolve all unevolved allied followers on the field. Super Skybound Art - Super-evolve them instead.,Swordcraft,Follower,
10102310,Seraphic Tidings,3,0,0,Draw 2 cards.,,Neutral,Spell,
10161210,Serene Sanctuary,1,0,0,"Countdown (3)
Last Words: Draw 2 cards.
Engage (1): Advance this amulet's count by 1.",,Havencraft,Amulet,
10522310,Serenity's Shield,2,0,0,"Summon 2 copies of Knight.
Enhance (4): Summon 4 instead.",,Swordcraft,Spell,
10221110,"Seria, Gunslinger Maid",2,2,1,Fanfare: Deal 1 damage to 2 random enemy followers.,Fanfare: Deal 1 damage to 2 random enemy followers.,Swordcraft,Follower,
90004120,Servant of Cocytus,1,13,13,,,Neutral,Follower,
10152210,Shadowcrypt Memorial,3,0,0,"Fanfare: Gain 2 shadows.
Engage: Destroy this card. Summon 2 copies of Ghost.",,Abysscraft,Spell,
10554120,"Shakdoh, Nightblossom",10,4,4,"Fanfare: Do this 2 times: ""Return your hand to deck. Draw X cards. X is the number of cards you returned. Then, if you have at least 4 cards with the same cost in your hand, deal 4 damage to all enemies.""
Super-Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Do this 2 times: ""Return your hand to deck. Draw X cards. X is the number of cards you returned. Then, if you have at least 4 cards with the same cost in your hand, deal 4 damage to all enemies.""
Super-Evolve: Replicate the effects of this card's Fanfare ability.",Abysscraft,Follower,
10354110,"Sham-Nacha, Heir to Entwining",2,2,2,"Fanfare: Reduce your faith's value by 10 to give it ""Increase the number of Modes you can select by 1.""
Super-Evolve: Select an enemy follower on the field, destroy it, and add a copy of it to your hand.","Fanfare: Reduce your faith's value by 10 to give it ""Increase the number of Modes you can select by 1.""
Super-Evolve: Select an enemy follower on the field, destroy it, and add a copy of it to your hand.",Abysscraft,Follower,Encroacher
10321310,Shield Bash,2,0,0,Select an allied follower on the field and give it Ward. Deal 4 damage to a random enemy follower.,,Swordcraft,Spell,
10363210,Shining Disenchantment,4,0,0,"Countdown (4)
Last Words: Deal 4 damage split between all enemies. Restore 4 defense to your leader.
Engage: Advance this amulet's count by X. X is the number of crests you have.",,Havencraft,Amulet,
10122140,Shinobi Squirrel,2,2,1,"Ambush
Evolve: Summon a Shinobi Squirrel.","Ambush
Evolve: Summon a Shinobi Squirrel.",Swordcraft,Follower,
10471110,"Sho, Reborn Night King",3,2,1,"Fanfare: If you've unlocked super-evolution, give this follower Barrier.
Storm","Fanfare: If you've unlocked super-evolution, give this follower Barrier.
Storm",Portalcraft,Follower,
10671110,Shoddy Plaything,6,1,3,"Fanfare: Draw 3 cards.
Ward","Fanfare: Draw 3 cards.
Ward",Portalcraft,Follower,
10634110,"Shymm, Love Bewitched",3,1,2,"Fanfare: Summon 2 copies of Crystalspawn.
Drain
Super-Evolve: Gain Crest: Shymm, Love Bewitched.","Fanfare: Summon 2 copies of Crystalspawn.
Drain
Super-Evolve: Gain Crest: Shymm, Love Bewitched.",Runecraft,Follower,
90004110,Silent Rider,6,10,10,Storm,Storm,Neutral,Follower,
10141110,Silvercloud Dragonrider,8,6,6,"Ward
Last Words: Summon a Vastwing Dragon.","Ward
Last Words: Summon a Vastwing Dragon.",Dragoncraft,Follower,
10573310,Sincerity of the Dewdrop,1,0,0,Select a card on the field and transform it into an Imari's Little Buddies.,,Portalcraft,Spell,
10324110,"Sinciro, Heir to Usurpation",6,5,6,"Fuse: Loot cards
Fanfare: Deal X damage to all enemies. X is the number of differently named cards Fused to this card.
Super-Evolve: Replicate the effects of this card's Fanfare ability.","Fuse: Loot cards
Fanfare: Deal X damage to all enemies. X is the number of differently named cards Fused to this card.
Super-Evolve: Replicate the effects of this card's Fanfare ability.",Swordcraft,Follower,
90051110,Skeleton,0,1,1,,,Abysscraft,Follower,Departed
10163110,Skullfane of Demise,6,4,4,Fanfare: Destroy all allied amulets. Deal X damage to all enemies. X is the number of amulets destroyed by this ability.,Fanfare: Destroy all allied amulets. Deal X damage to all enemies. X is the number of amulets destroyed by this ability.,Havencraft,Follower,
10462210,Skyfaring Vessel,4,0,0,"Activates in hand. Whenever you Engage an amulet, reduce the cost of this card by 1.
Engage: Destroy this card. Select an unevolved allied follower on the field and evolve it.",,Havencraft,Spell,
10574110,"Slaus, Revolving Wheel of Fortune",3,0,2,"Ambush
At the end of your turn, if this follower is evolved, give your opponent Crest: Slaus, Revolving Wheel of Fortune and banish this card.
At the start of your turn, activate a random ability that hasn't been activated yet from the following.
1. Reduce the cost of all cards in your hand by 1 until the end of the turn.
2. Give all allied followers on the field +2/+2.
3. Restore 3 defense to your leader.","Ambush
At the end of your turn, if this follower is evolved, give your opponent Crest: Slaus, Revolving Wheel of Fortune and banish this card.
At the start of your turn, activate a random ability that hasn't been activated yet from the following.
1. Reduce the cost of all cards in your hand by 1 until the end of the turn.
2. Give all allied followers on the field +2/+2.
3. Restore 3 defense to your leader.",Portalcraft,Follower,
10543310,Sloth of the Crestpetal,2,0,0,"Do this 2 times: ""Deal 2 damage to a random enemy follower."" If you're in Overflow, deal 2 damage to the enemy leader.",,Dragoncraft,Spell,
10521120,Smoke-Shrouded Beauty,3,3,3,"Fanfare: If you have at least 2 spells in your hand, give this follower +1/+1 and Ward.
Evolve: Add a Glittering Gold to your hand.","Fanfare: If you have at least 2 spells in your hand, give this follower +1/+1 and Ward.
Evolve: Add a Glittering Gold to your hand.",Swordcraft,Follower,
10132320,Snowman Army,8,0,0,"On Spellboost: Reduce the cost of this card by 1.
Select an enemy follower on the field, set its defense to 1, and, until the end of your opponent's turn, give it ""Can't attack followers or leaders.""",,Runecraft,Spell,
10341120,Snowstorm Dragonewt,6,6,6,Fanfare: Destroy all damaged enemy followers.,Fanfare: Destroy all damaged enemy followers.,Dragoncraft,Follower,
10241120,Soaring Ivory Dragon,1,1,1,"Fanfare: If you're in Overflow, draw a card.
Rush","Fanfare: If you're in Overflow, draw a card.
Rush",Dragoncraft,Follower,
10564110,"Sofina, Inspiring Strength",4,2,2,"Fanfare: Select a Mode to activate.
1. Evolve this follower.
2. Evolve another random unevolved allied follower with Ward and give it +1/+1.
Ward
At the end of your turn, if this follower is evolved, give all other followers on the field -1/-1.","Fanfare: Select a Mode to activate.
1. Evolve this follower.
2. Evolve another random unevolved allied follower with Ward and give it +1/+1.
Ward
At the end of your turn, if this follower is evolved, give all other followers on the field -1/-1.",Havencraft,Follower,
10462120,"Sophia, Zeyen Priestess",4,3,5,"Fanfare: Summon a random Havencraft follower that costs 2 or less from your deck.
Super-Evolve: Give all other allied followers on the field Barrier.","Fanfare: Summon a random Havencraft follower that costs 2 or less from your deck.
Super-Evolve: Give all other allied followers on the field Barrier.",Havencraft,Follower,
10052310,Soul Predation,2,0,0,Select an allied follower on the field and destroy it. Draw 2 cards.,,Abysscraft,Spell,
10061110,Soulcure Sister,6,3,5,"Fanfare: Restore 5 defense to your leader.
Ward","Fanfare: Restore 5 defense to your leader.
Ward",Havencraft,Follower,
10633110,Spellbound Professor,4,3,4,"Fanfare: Summon 2 copies of Crystalspawn.
Evolve: Give all allied copies of Crystalspawn on the field +1/+0.","Fanfare: Summon 2 copies of Crystalspawn.
Evolve: Give all allied copies of Crystalspawn on the field +1/+0.",Runecraft,Follower,
10642120,Spiked Dragon,8,5,5,"At the end of your turn, evolve this follower.
When this follower evolves, deal 3 damage to all enemies.","At the end of your turn, evolve this follower.
When this follower evolves, deal 3 damage to all enemies.",Dragoncraft,Follower,
10642310,Spilling Red,1,0,0,Select a card in your hand and discard it. Select an enemy follower on the field and destroy it.,,Dragoncraft,Spell,
10352120,Spirited Gravekeeper,2,2,2,Enhance (7): Reanimate (5) and Reanimate (3).,Enhance (7): Reanimate (5) and Reanimate (3).,Abysscraft,Follower,
10513110,Spirited Skipper,5,4,3,"Fanfare: Summon 3 copies of Fairy.
Evolve: Replicate the effects of this card's Fanfare ability.
Super-Evolve: Give all allied Pixie followers on the field Bane.","Fanfare: Summon 3 copies of Fairy.
Evolve: Replicate the effects of this card's Fanfare ability.
Super-Evolve: Give all allied Pixie followers on the field Bane.",Forestcraft,Follower,
10523310,Splendor of the Goldbloom,3,0,0,"Add 2 copies of Glittering Gold to your hand.
Enhance (5): Add 4 instead.",,Swordcraft,Spell,
90011120,Springbloom Fairy,2,1,1,"Ward
At the end of your turn, evolve this follower.","Ward
At the end of your turn, evolve this follower.",Forestcraft,Follower,Pixie
10541110,Springwell Steward,2,2,2,"Evolve: Select an enemy follower on the field and deal it 5 damage.
Super-Evolve: Select 2 instead.","Evolve: Select an enemy follower on the field and deal it 5 damage.
Super-Evolve: Select 2 instead.",Dragoncraft,Follower,
10412310,Starry Sky,1,0,0,Deal 2 damage to a random enemy follower. Combo (5) - Gain Crest: Starry Sky.,,Forestcraft,Spell,
10131140,Starry-Eyed Penguin Wizard,4,2,2,"Fanfare: Draw 2 cards.
Evolve: Spellboost your hand 2 times.","Fanfare: Draw 2 cards.
Evolve: Spellboost your hand 2 times.",Runecraft,Follower,
90021120,Steelclad Knight,1,2,2,,,Swordcraft,Follower,Officer
10472310,Stone Breaker,3,0,0,"Do this 6 times: ""Deal 1 damage to a random enemy follower.""",,Portalcraft,Spell,
10131320,Stormy Blast,1,0,0,"X starts at 2.
On Spellboost: Increase X by 1.
Select an enemy follower on the field and deal it X damage.",,Runecraft,Spell,
10541120,Stormy Shamisen Shredder,6,5,5,"Fanfare: Summon a Majestic Megalorca.
Whenever an allied Marine follower enters the field, restore 2 defense to your leader.","Fanfare: Summon a Majestic Megalorca.
Whenever an allied Marine follower enters the field, restore 2 defense to your leader.",Dragoncraft,Follower,
10011120,Stray Beastman,2,2,2,Fanfare: Increase your Combo by 1.,Fanfare: Increase your Combo by 1.,Forestcraft,Follower,
10172310,Stream of Life,2,0,0,Select an enemy follower on the field and deal it 3 damage. Add a Gear of Remembrance to your hand.,,Portalcraft,Spell,
10041310,Strike of the Dragonewt,1,0,0,"Select an enemy follower on the field and deal it 2 damage. If you're in Overflow, deal 4 damage instead.",,Dragoncraft,Spell,
90072110,Striker Artifact,3,5,1,"Fuse: Artifact cards
When you Fuse to this card, transform it based on the total cost of the cards fused.
1: Ominous Artifact α
2: Ominous Artifact β
3 or more: Ominous Artifact γ
Rush","Fuse: Artifact cards
When you Fuse to this card, transform it based on the total cost of the cards fused.
1: Ominous Artifact α
2: Ominous Artifact β
3 or more: Ominous Artifact γ
Rush",Portalcraft,Follower,Artifact
10663210,Sublime Eld Tome,4,0,0,"Fanfare: Select another card on the field and destroy it. If you selected an allied amulet, recover 2 play points.
Countdown (2)
Last Words: Summon a copy of a random allied amulet destroyed this match with Last Words and a base cost of 2 or less.",,Havencraft,Amulet,Encroacher
10672110,Substandard Puppet,5,2,1,Fanfare: Summon a Substandard Puppet and evolve it and this follower.,Fanfare: Summon a Substandard Puppet and evolve it and this follower.,Portalcraft,Follower,
10431120,"Suframare, Wandering Tutor",1,1,1,"At the end of your turn, spellboost your hand X times. X is this follower's attack.
Evolve: Give this follower ""Can't attack followers or leaders.""","At the end of your turn, spellboost your hand X times. X is this follower's attack.
Evolve: Give this follower ""Can't attack followers or leaders.""",Runecraft,Follower,
10371120,Supersonic Fighter,7,3,3,"Fanfare: Summon an Ominous Artifact γ.
Evolve: Select an allied Artifact follower on the field and give it +3/+3.","Fanfare: Summon an Ominous Artifact γ.
Evolve: Select an allied Artifact follower on the field and give it +3/+3.",Portalcraft,Follower,
10372110,Supplicant of Destruction,2,2,2,"Fanfare: Select another allied card on the field. If you selected one, destroy it and deal 2 damage to a random enemy follower.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select another allied card on the field. If you selected one, destroy it and deal 2 damage to a random enemy follower.
Evolve: Replicate the effects of this card's Fanfare ability.",Portalcraft,Follower,
10342110,Supplicant of Disdain,5,3,5,"Rush
Ward
At the end of your turn, fully restore the defense of this follower and restore the same amount to your leader.","Rush
Ward
At the end of your turn, fully restore the defense of this follower and restore the same amount to your leader.",Dragoncraft,Follower,
10352110,Supplicant of Entwining,4,4,4,"Fanfare: Select a Mode to activate.
1. Deal 3 damage to a random enemy follower.
2. Restore 2 defense to your leader.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select a Mode to activate.
1. Deal 3 damage to a random enemy follower.
2. Restore 2 defense to your leader.
Evolve: Replicate the effects of this card's Fanfare ability.",Abysscraft,Follower,
10362110,Supplicant of Repose,3,1,4,"Fanfare: Gain Crest: Supplicant of Repose.
Ward","Fanfare: Gain Crest: Supplicant of Repose.
Ward",Havencraft,Follower,
10332110,Supplicant of Truth,5,3,2,"Fanfare: Deal 3 damage to all other followers. If this card's cost isn't 5, draw 2 cards.","Fanfare: Deal 3 damage to all other followers. If this card's cost isn't 5, draw 2 cards.",Runecraft,Follower,
10312110,Supplicant of Unkilling,6,5,6,"Fanfare: Give all enemy followers on the field -0/-3.
Super-Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Give all enemy followers on the field -0/-3.
Super-Evolve: Replicate the effects of this card's Fanfare ability.",Forestcraft,Follower,
10322110,Supplicant of Usurpation,2,1,2,"Fanfare: Add a Gilded Necklace to your hand.
Last Words: Add a Gilded Blade to your hand.","Fanfare: Add a Gilded Necklace to your hand.
Last Words: Add a Gilded Blade to your hand.",Swordcraft,Follower,
10551110,Support Wolf,2,2,2,"Enhance (6): Give this follower +0/+6, Bane, and Barrier.
Rush","Enhance (6): Give this follower +0/+6, Bane, and Barrier.
Rush",Abysscraft,Follower,
90044110,Supreme Golden Dragon,4,4,5,Ward,Ward,Dragoncraft,Follower,
90044120,Supreme Silver Dragon,4,5,4,Rush,Rush,Dragoncraft,Follower,
90004330,Sweetness of Voracity,5,0,0,Deal 5 damage to a random enemy follower and the enemy leader.,,Neutral,Spell,
10522110,Swift Staffmaster,6,3,3,"When you draw this card, set its cost to 3 until the end of the turn.
Fanfare: Draw a card. Restore 3 defense to your leader.
Rush","When you draw this card, set its cost to 3 until the end of the turn.
Fanfare: Draw a card. Restore 3 defense to your leader.
Rush",Swordcraft,Follower,
10141120,Swordsnout Trencher,5,4,6,"Fanfare: If you're in Overflow, give this follower Storm.","Fanfare: If you're in Overflow, give this follower Storm.",Dragoncraft,Follower,
10173120,"Sylvia, Garden Executioner",6,5,5,"Fanfare: Select a Mode to activate.
1. Draw 2 cards.
2. Restore 4 defense to your leader.
Evolve: Select an enemy follower on the field and destroy it.
Super-Evolve: Select 2 instead.","Fanfare: Select a Mode to activate.
1. Draw 2 cards.
2. Restore 4 defense to your leader.
Evolve: Select an enemy follower on the field and destroy it.
Super-Evolve: Select 2 instead.",Portalcraft,Follower,
10273310,Synchronous Hearts,6,0,0,Summon a Lloyd and Victoria.,,Portalcraft,Spell,
10303210,Tablet of Tribulations,3,0,0,"Fanfare: Banish all duplicates from your deck.
Engage (1): Draw a card.",,Neutral,Spell,
10362210,Temple of Repose,3,0,0,"Countdown (4)
Last Words: Restore 2 defense to your leader. Give your leader Barrier.
Engage: Advance this amulet's count by X. X is the number of crests you have.",,Havencraft,Amulet,
10531110,Terraforming Wizard,3,3,3,"Fanfare: Gain 2 earth sigils.
Super-Evolve: Summon 2 copies of Guardian Golem.","Fanfare: Gain 2 earth sigils.
Super-Evolve: Summon 2 copies of Guardian Golem.",Runecraft,Follower,
10463110,"Tikoh, Asclepian Surgeon",1,0,4,"Whenever you Engage an amulet, restore 1 defense to your leader.
Evolve: Select an enemy follower on the field and deal it 3 damage.","Whenever you Engage an amulet, restore 1 defense to your leader.
Evolve: Select an enemy follower on the field and deal it 3 damage.",Havencraft,Follower,
10672120,Timid Pioneer,4,1,1,"Fanfare: Select an enemy follower on the field with 3 defense or less and banish it.
Ambush","Fanfare: Select an enemy follower on the field with 3 defense or less and banish it.
Ambush",Portalcraft,Follower,
10214110,"Titania, Queen of Fairies",4,2,2,"Fanfare: Summon a Fairy. Gain Crest: Titania, Queen of Fairies.
Evolve: Select an enemy follower on the field and transform it into a Fairy.","Fanfare: Summon a Fairy. Gain Crest: Titania, Queen of Fairies.
Evolve: Select an enemy follower on the field and transform it into a Fairy.",Forestcraft,Follower,
90064310,Torrent of Despair,2,0,0,Banish a random enemy follower from the field. Delay the counts of all your crests by 1.,,Havencraft,Spell,
10461110,"Troue, Heroic Visionary",3,2,1,"Storm
Whenever you Engage an amulet, give this follower Drain.","Storm
Whenever you Engage an amulet, give this follower Drain.",Havencraft,Follower,
10031320,Truth Summons,2,0,0,Summon a Clay Golem.,,Runecraft,Spell,
10471120,"Tsubasa, Blazing Gearcyclist",2,3,1,"Fanfare: Increase the Skybound Art gauges of all cards in your hand by 1.
Rush","Fanfare: Increase the Skybound Art gauges of all cards in your hand by 1.
Rush",Portalcraft,Follower,
10143140,Twilight Dragon,9,9,9,"Fanfare: Give all enemy followers on the field -0/-9.
Super-Evolve: Draw 3 cards.","Fanfare: Give all enemy followers on the field -0/-9.
Super-Evolve: Draw 3 cards.",Dragoncraft,Follower,
10201110,Twinblade Goblin,1,1,1,"Fanfare: If there's a super-evolved allied follower on the field, select an enemy follower on the field and deal it 4 damage.","Fanfare: If there's a super-evolved allied follower on the field, select an enemy follower on the field and deal it 4 damage.",Neutral,Follower,
10552310,Tyrannical Fists,2,0,0,Deal 3 damage to all leaders with the lowest defense.,,Abysscraft,Spell,
10252120,Undead Soldier,6,3,3,Fanfare: Summon 2 copies of Rotting Zombie.,Fanfare: Summon 2 copies of Rotting Zombie.,Abysscraft,Follower,
10673310,Unfeeling Eld Axe,3,0,0,"Activates in hand. Whenever an allied follower with a base cost of 5 or more enters the field, reduce the cost of this card by 1 until the end of the turn.
Evolve a random unevolved allied follower on the field with a base cost of 5 or more. Deal 6 damage to a random enemy follower.",,Portalcraft,Spell,Encroacher
10163220,Unholy Vessel,6,0,0,Engage: Destroy this card and all followers.,,Havencraft,Spell,
10661210,Unholy Water,2,0,0,"Countdown (3)
Last Words: Draw a card. Destroy a random enemy follower.
Engage (1): Advance this amulet's count by 1.",,Havencraft,Amulet,
10524120,"Unkei, Goldbloom",5,2,4,"Fanfare: Select an enemy follower on the field and banish it. Add a Glittering Gold to your hand.
Super-Evolve: Gain Crest: Unkei, Goldbloom.","Fanfare: Select an enemy follower on the field and banish it. Add a Glittering Gold to your hand.
Super-Evolve: Gain Crest: Unkei, Goldbloom.",Swordcraft,Follower,
10432310,Unleashed,4,0,0,"Select a Mode to activate.
1. Draw a card. Deal 4 damage to a random enemy follower.
2. Draw 2 cards. Deal 4 damage to 2 random enemy followers and 2 damage to your leader.",,Runecraft,Spell,
10523110,Unmoving Tactician,4,5,6,"Can't attack followers or leaders.
At the end of your turn, summon a Steelclad Knight.
Super-Evolve: Give all other allied followers on the field +3/+3.","Can't attack followers or leaders.
At the end of your turn, summon a Steelclad Knight.
Super-Evolve: Give all other allied followers on the field +3/+3.",Swordcraft,Follower,
10451310,Valiant Edge,2,0,0,Deal 2 damage to your leader. Gain Crest: Valiant Edge.,,Abysscraft,Spell,
10551310,Valor of the Nightblossom,2,0,0,Select an enemy follower on the field and deal it 5 damage. Add a Valor of the Nightblossom to your deck.,,Abysscraft,Spell,
10123120,"Valse, Silent Sniper",3,2,1,"Fanfare: Select an enemy follower on the field and deal it 5 damage.
Enhance (6): Give this follower +2/+2 and Ambush.","Fanfare: Select an enemy follower on the field and deal it 5 damage.
Enhance (6): Give this follower +2/+2 and Ambush.",Swordcraft,Follower,
10451120,"Vaseraga, Unyielding Scythe",6,2,7,"Intimidate
Last Words: Summon a Vaseraga, Unyielding Scythe. Deal 2 damage to your leader.","Intimidate
Last Words: Summon a Vaseraga, Unyielding Scythe. Deal 2 damage to your leader.",Abysscraft,Follower,
90041120,Vastwing Dragon,5,5,5,Intimidate,Intimidate,Dragoncraft,Follower,
10334110,"Velharia, Heir to Truth",2,1,1,"Fanfare: Draw a card.
Evolve: Select an enemy follower on the field and banish it.
Super-Evolve: Banish all enemy copies of it from the field.","Fanfare: Draw a card.
Evolve: Select an enemy follower on the field and banish it.
Super-Evolve: Banish all enemy copies of it from the field.",Runecraft,Follower,
10662110,Venerating Dyer,4,5,3,"Rush
Bane","Rush
Bane",Havencraft,Follower,
90074130,Victoria,3,6,1,"Rush
Follower Strike: Deal X damage to the opposing follower. X is this follower's attack.","Rush
Follower Strike: Deal X damage to the opposing follower. X is this follower's attack.",Portalcraft,Follower,Puppetry
10272110,"Vier, Heart Slayer",2,1,1,"Fanfare: Select a Puppetry follower in your hand and transform it into a Doll Slayer.
Bane","Fanfare: Select a Puppetry follower in your hand and transform it into a Doll Slayer.
Bane",Portalcraft,Follower,
10101120,Vigilant Detective,3,3,3,Last Words: Add a Detective's Lens to your hand.,Last Words: Add a Detective's Lens to your hand.,Neutral,Follower,
10464120,"Vira, Luminous Primal Knight",8,6,8,"Fanfare: Select 2 enemy followers on the field and banish them. Super Skybound Art - Super-evolve this follower.
Ward
Can't take more than 3 damage at a time.","Fanfare: Select 2 enemy followers on the field and banish them. Super Skybound Art - Super-evolve this follower.
Ward
Can't take more than 3 damage at a time.",Havencraft,Follower,
10152140,"Vlad, Impaler",8,5,8,Fanfare: Select an enemy follower on the field and deal it 5 damage. Restore 5 defense to your leader.,Fanfare: Select an enemy follower on the field and deal it 5 damage. Restore 5 defense to your leader.,Abysscraft,Follower,
10644120,"Vorlalai, Eld Blades",2,0,2,"When this card is discarded, summon a Vorlalai, Eld Blades.
Bane
Evolve: Add a Depths of the Eld Blades to your hand.
Super-Evolve: Add 3 copies instead.","When this card is discarded, summon a Vorlalai, Eld Blades.
Bane
Evolve: Add a Depths of the Eld Blades to your hand.
Super-Evolve: Add 3 copies instead.",Dragoncraft,Follower,Encroacher
10252110,"Vuella, the Blastwing",3,2,4,"Rush
Whenever another allied follower super-evolves, give it and this follower +2/+0.","Rush
Whenever another allied follower super-evolves, give it and this follower +2/+0.",Abysscraft,Follower,
10401120,"Vyrn, Bestest Pal",2,2,2,"Fanfare: If you've unlocked super-evolution, evolve this follower.","Fanfare: If you've unlocked super-evolution, evolve this follower.",Neutral,Follower,
10434110,"Wamdus, Water Personified",3,0,1,"On Spellboost: Give this follower +1/+1.
Fanfare: Spellboost your hand.
Super-Evolve: Select a Mode to activate.
1. Give all other allied followers on the field Barrier.
2. Deal X damage split between all enemy followers. X is this follower's attack.","On Spellboost: Give this follower +1/+1.
Fanfare: Spellboost your hand.
Super-Evolve: Select a Mode to activate.
1. Give all other allied followers on the field Barrier.
2. Deal X damage split between all enemy followers. X is this follower's attack.",Runecraft,Follower,
10041130,Warrior of the Deep,8,6,6,Fanfare: Deal 6 damage to the enemy leader.,Fanfare: Deal 6 damage to the enemy leader.,Dragoncraft,Follower,
10372210,Wasteland of Destruction,2,0,0,"Fanfare: Select another allied card on the field. If you selected one, destroy it and draw 2 cards.
Last Words: Draw a card.",,Portalcraft,Spell,
10531120,Waterbending Charmwielder,6,3,3,Fanfare: Deal 3 damage to 3 random enemy followers. Spellboost your hand 3 times.,Fanfare: Deal 3 damage to 3 random enemy followers. Spellboost your hand 3 times.,Runecraft,Follower,
10021310,Way of the Maid,2,0,0,Select a card in your hand and return it to deck. Draw 2 Swordcraft followers.,,Swordcraft,Spell,
90074210,"White Psalm, New Revelation",3,0,0,"Countdown (1)
Last Words: Restore 1 defense to your leader. Summon a Black Psalm, New Revelation.",,Portalcraft,Amulet,
90044310,Whitefrost Whisper,3,0,0,"Select a Mode to activate.
1. Destroy all damaged enemy followers.
2. Increase the cost of all cards in your opponent's hand by 1 until the end of their turn.",,Dragoncraft,Spell,
10141150,Whitescale Herald,4,4,4,"Fanfare: If you're in Overflow, restore 4 defense to your leader.","Fanfare: If you're in Overflow, restore 4 defense to your leader.",Dragoncraft,Follower,
10264120,"Wilbert, Desolate Paladin",6,4,6,"Ward
Last Words: Summon 2 copies of Holy Cavalier.
Evolve: Gain Crest: Wilbert, Desolate Paladin.
","Ward
Last Words: Summon 2 copies of Holy Cavalier.
Evolve: Gain Crest: Wilbert, Desolate Paladin.
",Havencraft,Follower,
10011210,Wild Profusion,2,0,0,"Fanfare: Add a Fairy to your hand.
Countdown (2)
Whenever an allied Pixie follower enters the field, deal 1 damage to a random enemy follower.",,Forestcraft,Amulet,
10211110,Wildheart,3,3,3,Rush,Rush,Forestcraft,Follower,
10132130,"William, Mysterian Student",6,5,5,"X starts at 0.
On Spellboost: Increase X by 1.
Fanfare: Deal X damage to all enemy followers.
Evolve: Spellboost your hand 2 times.","X starts at 0.
On Spellboost: Increase X by 1.
Fanfare: Deal X damage to all enemy followers.
Evolve: Spellboost your hand 2 times.",Runecraft,Follower,Mysteria
